EE #,Job Title,Current Employment Status,Project Code,Original Hire Date,Last Hire Date,LOS in Days,Termination Date,Reason Code,Left,Fired
311595,Laborer Renewables,T,55085,08/01/2023,08/01/2023,7,08/08/2023,No Call-No Show,0,1
311598,Foreman Renewables,A,55123,08/01/2023,08/01/2023,576,,,0,0
311599,Laborer Renewables,T,55094,08/01/2023,08/01/2023,483,11/26/2024,Lack of Work,0,0
311606,Laborer Renewables,T,55090,08/01/2023,08/01/2023,1,08/02/2023,Resignation,1,0
311636,Electrician App Renewable,A,55138,08/01/2023,08/01/2023,576,,,0,0
311674,Helper Renewables,T,55090,08/02/2023,08/02/2023,100,11/10/2023,Resignation,1,0
311751,Laborer Renewables,T,55076,08/03/2023,08/03/2023,42,09/14/2023,No Call-No Show,0,1
311780,Laborer Renewables,A,55086,08/08/2023,01/31/2024,393,,,0,0
311782,Laborer Renewables,T,55103,08/08/2023,01/31/2024,352,01/17/2025,Lack of Work,0,0
311805,Laborer Renewables,A,55105,08/08/2023,04/09/2024,324,,,0,0
311815,Operator Renewables,T,55097,08/08/2023,08/08/2023,101,11/17/2023,Resignation,1,0
312088,Laborer Renewables,A,55123,08/08/2023,08/08/2023,569,,,0,0
312096,Operator Renewables,T,55081,08/15/2023,08/15/2023,38,09/22/2023,Policy Viol-Other,0,0
312108,Civil Engineer,A,,09/11/2023,09/11/2023,535,,,0,0
312123,Laborer Renewables,A,55113,08/10/2023,02/26/2025,1,,,0,0
312150,Electrician Renewables,T,55304,08/07/2023,08/07/2023,71,10/17/2023,Lack of Work,0,0
312164,Operator App Renewables,A,55138,08/15/2023,02/19/2025,8,,,0,0
312188,Operator Renewables,A,55122,08/15/2023,08/15/2023,562,,,0,0
312190,Field Engineer,T,55097,08/21/2023,08/21/2023,323,07/09/2024,Other Job,1,0
312213,Foreman Renewables,T,55304,08/09/2023,08/09/2023,69,10/17/2023,Lack of Work,0,0
312282,Superintendent Renewbls,T,55123,08/21/2023,08/21/2023,472,12/05/2024,Policy Viol-Safety,0,1
312302,Laborer Renewables,T,55094,12/06/2023,12/06/2023,34,01/09/2024,No Call-No Show,0,1
312332,Laborer Renewables,T,55085,08/15/2023,08/15/2023,66,10/20/2023,Lack of Work,0,0
312333,Operator Renewables,T,55303,08/14/2023,08/14/2023,22,09/05/2023,Resignation,1,0
312339,Laborer Renewables,T,55085,08/15/2023,08/15/2023,55,10/09/2023,Personal/Family,1,0
312347,Laborer Renewables,T,55085,08/15/2023,08/15/2023,67,10/21/2023,Lack of Work,0,0
315774,Admin Specialist,A,,12/04/2023,12/04/2023,451,,,0,0
315795,Helper Renewables,T,55301,11/07/2023,04/02/2024,59,05/31/2024,Lack of Work,0,0
315796,Helper Renewables,T,55301,11/07/2023,04/01/2024,60,05/31/2024,Lack of Work,0,0
315798,Helper Renewables,T,55301,11/07/2023,11/07/2023,10,11/17/2023,Lack of Work,0,0
315821,Helper Renewables,T,55301,11/07/2023,04/01/2024,60,05/31/2024,Lack of Work,0,0
315861,Admin Supervisor,A,,11/20/2023,11/20/2023,465,,,0,0
315874,Laborer Renewables,T,55107,11/14/2023,11/14/2023,181,05/13/2024,Resignation,1,0
315875,Laborer Renewables,T,55107,11/14/2023,11/14/2023,181,05/13/2024,Resignation,1,0
315907,Laborer Renewables,T,55094,11/14/2023,11/14/2023,291,08/31/2024,No Call-No Show,0,1
315926,Electrician Renewables,T,55094,11/14/2023,11/14/2023,6,11/20/2023,Resignation,1,0
316011,Project Coordinator 2,A,,12/04/2023,12/04/2023,451,,,0,0
316028,Electrician Renewables,T,55117,11/16/2023,10/21/2024,29,11/19/2024,Resignation,1,0
316030,Electrician Renewables,A,55313,11/28/2023,02/17/2025,10,,,0,0
316052,Foreman Renewables,A,55117,12/12/2023,12/12/2023,443,,,0,0
316057,Operator Renewables,T,55109,11/28/2023,11/28/2023,364,11/26/2024,Lack of Work,0,0
316058,Operator Renewables,T,55109,11/28/2023,11/28/2023,364,11/26/2024,Lack of Work,0,0
316068,Laborer Renewables,T,55101,11/28/2023,11/28/2023,343,11/05/2024,Lack of Work,0,0
316100,Electrician Renewables,T,55720,11/28/2023,11/28/2023,416,01/17/2025,Lack of Work,0,0
316102,Laborer Renewables,T,55089,11/28/2023,11/28/2023,57,01/24/2024,No Call-No Show,0,1
316113,Laborer Renewables,A,55138,11/29/2023,02/03/2025,24,,,0,0
316245,Gen Foreman Renewables,A,55812,12/04/2023,12/04/2023,451,,,0,0
316285,Foreman Renewables,T,55094,12/07/2023,12/07/2023,280,09/12/2024,Other Job,1,0
316293,Operator Renewables,A,55138,12/05/2023,12/05/2023,450,,,0,0
316297,Foreman Renewables,T,55094,12/12/2023,12/12/2023,76,02/26/2024,Other Job,1,0
316328,Operator Renewables,T,55109,12/05/2023,12/05/2023,265,08/26/2024,Policy Viol-Drug/Alcohol,0,1
316400,Laborer Renewables,T,55094,12/07/2023,12/07/2023,132,04/17/2024,Policy Viol-Other,0,0
316417,Laborer Renewables,T,55094,12/12/2023,12/12/2023,340,11/16/2024,Lack of Work,0,0
315200,Laborer Renewables,T,55087,10/17/2023,09/19/2024,128,01/25/2025,Lack of Work,0,0
315217,Laborer Renewables,T,55105,10/19/2023,10/19/2023,429,12/21/2024,Lack of Work,0,0
315227,Electrician Renewables,T,55303,10/16/2023,11/15/2023,100,02/23/2024,Lack of Work,0,0
315229,Electrician Renewables,T,55117,10/16/2023,07/25/2024,48,09/11/2024,Lack of Work,0,0
315233,Laborer Renewables,T,55311,10/18/2023,10/18/2023,401,11/22/2024,Lack of Work,0,0
315248,Electrician Renewables,T,55117,10/16/2023,07/25/2024,117,11/19/2024,Resignation,1,0
315251,Admin Specialist,T,,10/30/2023,10/30/2023,479,02/20/2025,Excessive Absenteeism,0,1
315271,Operator Renewables,T,55105,10/19/2023,10/19/2023,441,01/02/2025,Other Job,1,0
315306,Contracts Specialist,A,,11/06/2023,11/06/2023,479,,,0,0
315313,Electrician App Renewable,A,55138,10/19/2023,01/20/2025,38,,,0,0
315345,HSE Site Technician,T,55096,10/24/2023,10/24/2023,301,08/20/2024,Resignation,1,0
315390,Electrician Renewables,T,55303,10/23/2023,10/23/2023,11,11/03/2023,Lack of Work,0,0
315453,Project Manager,A,,11/06/2023,11/06/2023,479,,,0,0
315507,Designer 3,A,,11/20/2023,11/20/2023,465,,,0,0
315518,Training Coordinator,A,,11/06/2023,11/06/2023,479,,,0,0
315561,Laborer Renewables,A,55086,10/31/2023,10/31/2023,485,,,0,0
315573,Gen Foreman Renewables,A,55123,11/20/2023,11/20/2023,465,,,0,0
315607,Project Coordinator,T,5508201,11/20/2023,11/20/2023,126,03/25/2024,No Call-No Show,0,1
315614,Truck Driver Renewables,T,55107,11/08/2023,11/08/2023,34,12/12/2023,Performance,0,1
315617,Electrician Renewables,T,55304,10/31/2023,10/31/2023,14,11/14/2023,Lack of Work,0,0
315619,Laborer Renewables,T,55311,11/07/2023,03/05/2024,283,12/13/2024,Lack of Work,0,0
315686,Operator Renewables,T,55105,11/16/2023,11/16/2023,269,08/11/2024,Other Job,1,0
315712,Admin Specialist 2,A,55105,11/16/2023,11/16/2023,469,,,0,0
315733,Laborer Renewables,T,55094,11/07/2023,11/07/2023,318,09/20/2024,Resignation,1,0
315753,HSE Site Technician,T,55100,12/05/2023,12/05/2023,366,12/05/2024,Lack of Work,0,0
315785,Electrician Renewables,T,55301,11/07/2023,11/07/2023,10,11/17/2023,Lack of Work,0,0
315788,Quality Manager,A,55137,12/04/2023,12/04/2023,451,,,0,0
315794,Site Manager,T,55089,12/04/2023,12/04/2023,80,02/22/2024,Personal/Family,1,0
312550,Laborer Renewables,T,55103,08/22/2023,03/12/2024,79,05/30/2024,Personal/Family,1,0
312570,Truck Driver Renewables,T,55089,08/16/2023,08/16/2023,417,10/06/2024,Layoff Restructuring,0,1
312677,Laborer Renewables,T,55081,08/22/2023,08/22/2023,66,10/27/2023,Lack of Work,0,0
312691,Laborer Renewables,A,55123,08/22/2023,08/22/2023,555,,,0,0
312709,Helper Renewables,T,55093,08/17/2023,08/17/2023,183,02/16/2024,Other Job,1,0
312715,Project Manager,A,,09/25/2023,09/25/2023,521,,,0,0
312716,Laborer Renewables,T,55094,08/23/2023,02/14/2024,284,11/24/2024,Lack of Work,0,0
312728,Field Admin,T,55138,08/28/2023,05/28/2024,199,12/13/2024,Other Job,1,0
312747,Laborer Renewables,T,55081,08/31/2023,08/31/2023,57,10/27/2023,Lack of Work,0,0
312815,Helper Renewables,T,55304,08/21/2023,08/21/2023,57,10/17/2023,Lack of Work,0,0
312857,Laborer Renewables,A,55105,08/24/2023,02/21/2024,372,,,0,0
312862,Laborer Renewables,A,55105,08/24/2023,08/24/2023,553,,,0,0
312873,Helper Renewables,T,55302,08/22/2023,01/03/2024,61,03/04/2024,Other Job,1,0
312876,Electrician Renewables,T,55304,08/22/2023,08/22/2023,56,10/17/2023,Lack of Work,0,0
312890,Laborer Renewables,T,55081,08/28/2023,08/28/2023,14,09/11/2023,Personal/Family,1,0
312907,Laborer Renewables,T,55085,08/24/2023,08/24/2023,5,08/29/2023,No Call-No Show,0,1
312908,Laborer Renewables,T,55311,08/24/2023,06/11/2024,143,11/01/2024,Lack of Work,0,0
312909,Laborer Renewables,T,55303,08/29/2023,08/29/2023,7,09/05/2023,Resignation,1,0
312944,Laborer Renewables,T,55085,08/29/2023,08/29/2023,50,10/18/2023,Lack of Work,0,0
312948,Laborer Renewables,T,55303,08/29/2023,08/29/2023,65,11/02/2023,Resignation,1,0
312955,Laborer Renewables,T,55105,08/29/2023,08/29/2023,17,09/15/2023,No Call-No Show,0,1
312968,Electrician Renewables,T,55117,08/24/2023,10/09/2024,38,11/16/2024,Other Job,1,0
312978,Laborer Renewables,T,55105,04/17/2024,04/17/2024,283,01/25/2025,Lack of Work,0,0
312991,Laborer Renewables,T,55105,08/29/2023,08/29/2023,515,01/25/2025,Lack of Work,0,0
313056,Laborer Renewables,T,55303,08/28/2023,08/28/2023,126,01/01/2024,Resignation,1,0
313073,Laborer Renewables,T,55075,08/30/2023,08/30/2023,56,10/25/2023,Lack of Work,0,0
313085,Laborer Renewables,T,55094,08/30/2023,02/27/2024,270,11/23/2024,Lack of Work,0,0
316430,Contracts Specialist,T,,01/08/2024,01/08/2024,11,01/19/2024,Other Job,1,0
316431,Project Scheduler,A,,01/08/2024,01/08/2024,416,,,0,0
316441,Laborer Renewables,T,55100,12/12/2023,12/12/2023,240,08/08/2024,Resignation,1,0
316465,Laborer Renewables,T,55105,12/12/2023,12/12/2023,83,03/04/2024,Resignation,1,0
316466,Operator App Renewables,T,55117,12/12/2023,12/12/2023,243,08/11/2024,Lack of Work,0,0
316550,Operator Renewables,T,55097,12/19/2023,12/19/2023,150,05/17/2024,Personal/Family,1,0
316591,Admin Assistant 3,T,55117,12/18/2023,12/18/2023,354,12/06/2024,Performance,0,1
316595,Laborer Renewables,T,55103,01/04/2024,01/04/2024,123,05/06/2024,Return to School,1,0
316615,Laborer Renewables,T,55094,01/04/2024,01/04/2024,174,06/26/2024,Policy Viol-Other,0,0
316616,Field Admin,T,55105,01/03/2024,01/03/2024,209,07/30/2024,Other Job,1,0
316633,Laborer Renewables,T,55094,01/04/2024,01/04/2024,141,05/24/2024,Resignation,1,0
316634,Field Admin,T,55103,01/04/2024,01/04/2024,211,08/02/2024,Lack of Work,0,0
316637,Laborer Renewables,A,55113,01/04/2024,01/04/2024,420,,,0,0
316681,Operator Renewables,A,55143,01/04/2024,01/04/2024,420,,,0,0
316691,Operator Renewables,T,55094,01/04/2024,01/04/2024,97,04/10/2024,Resignation,1,0
316698,Laborer Renewables,T,55103,01/04/2024,01/04/2024,14,01/18/2024,No Call-No Show,0,1
316707,Field Admin,T,55091,01/10/2024,01/10/2024,198,07/26/2024,Excessive Absenteeism,0,1
316721,Laborer Renewables,A,55123,01/04/2024,01/04/2024,420,,,0,0
316734,Laborer Renewables,T,55094,01/04/2024,01/04/2024,106,04/19/2024,Policy Viol-Other,0,0
316770,Laborer Renewables,T,55100,01/04/2024,01/04/2024,36,02/09/2024,Resignation,1,0
316792,Survey Tech Renewables,A,55138,01/04/2024,01/04/2024,420,,,0,0
316795,Quality Site Technician,A,5508201,01/02/2024,05/06/2024,297,,,0,0
316811,Admin Specialist,A,55094,01/04/2024,01/04/2024,420,,,0,0
316837,Solar Panel Technician,A,,01/22/2024,01/22/2024,402,,,0,0
316843,Helper Renewables,T,,01/03/2024,01/03/2024,66,03/09/2024,Other Job,1,0
316850,Estimating Manager,A,,01/22/2024,01/22/2024,402,,,0,0
316861,Helper Renewables,T,55301,01/03/2024,01/03/2024,183,07/04/2024,Lack of Work,0,0
316895,Operator Renewables,T,55094,01/09/2024,01/09/2024,270,10/05/2024,Resignation,1,0
315820,Helper Renewables,T,55301,11/07/2023,04/02/2024,59,05/31/2024,Lack of Work,0,0
315837,Electrician Renewables,T,55301,11/07/2023,04/01/2024,108,07/18/2024,Lack of Work,0,0
315853,Laborer Renewables,T,55097,11/17/2023,11/17/2023,15,12/02/2023,Personal/Family,1,0
315865,HSE Site Technician,T,5508201,11/13/2023,11/13/2023,391,12/08/2024,Transferred out,0,0
315909,Laborer Renewables,A,55094,11/14/2023,11/14/2023,471,,,0,0
315919,Laborer Renewables,T,55094,11/28/2023,11/28/2023,20,12/18/2023,Personal/Family,1,0
315966,Superintendent Renewbls,T,55094,12/04/2023,12/04/2023,25,12/29/2023,Personal/Family,1,0
315985,Electrician Renewables,T,55720,11/30/2023,11/30/2023,203,06/20/2024,Resignation,1,0
316036,Admin Specialist,A,,12/04/2023,12/04/2023,451,,,0,0
316042,Gen Foreman Renewables,A,55101,12/04/2023,12/04/2023,451,,,0,0
316063,Estimating Manager,T,,12/04/2023,12/04/2023,193,06/14/2024,Performance,0,1
316064,Superintendent Renewbls,T,55723,12/04/2023,12/04/2023,65,02/07/2024,Personal/Family,1,0
316065,Estimating Manager,T,,12/04/2023,12/04/2023,2,12/06/2023,Personal/Family,1,0
316088,Laborer Renewables,T,55089,11/28/2023,11/28/2023,46,01/13/2024,Resignation,1,0
316099,Electrician Renewables,T,55720,11/28/2023,11/28/2023,83,02/19/2024,Policy Viol-Other,0,0
316111,Helper Renewables,T,55720,11/28/2023,11/28/2023,150,04/26/2024,Personal/Family,1,0
316115,Laborer Renewables,T,55089,11/29/2023,11/29/2023,238,07/24/2024,Layoff Restructuring,0,1
316117,Operator Renewables,T,55090,11/29/2023,11/29/2023,79,02/16/2024,Lack of Work,0,0
316139,Electrician Renewables,T,55094,11/28/2023,11/28/2023,77,02/13/2024,Personal/Family,1,0
316196,Operator Renewables,T,55311,11/29/2023,11/29/2023,13,12/12/2023,Resignation,1,0
316235,Admin Specialist,A,55102,01/09/2024,01/09/2024,415,,,0,0
316249,Laborer Renewables,T,55094,12/06/2023,12/06/2023,34,01/09/2024,No Call-No Show,0,1
316269,Mechanic Field,A,55105,12/05/2023,05/16/2024,287,,,0,0
316276,Helper Renewables,T,55094,12/12/2023,12/12/2023,290,09/27/2024,Resignation,1,0
316307,Operator Renewables,T,55100,12/05/2023,12/05/2023,363,12/02/2024,Lack of Work,0,0
316315,Operator Renewables,T,55089,12/05/2023,12/05/2023,32,01/06/2024,Other Job,1,0
316359,Laborer Renewables,T,55105,12/07/2023,12/07/2023,254,08/17/2024,Resignation,1,0
313096,Laborer Renewables,T,55089,09/05/2023,03/26/2024,96,06/30/2024,Layoff Restructuring,0,1
313130,Laborer Renewables,A,55105,08/29/2023,03/05/2024,359,,,0,0
313131,Laborer Renewables,T,55085,08/29/2023,08/29/2023,50,10/18/2023,Lack of Work,0,0
313139,Laborer Renewables,T,55303,08/29/2023,08/29/2023,7,09/05/2023,Resignation,1,0
313160,Helper Renewables,T,55302,08/28/2023,01/03/2024,61,03/04/2024,Other Job,1,0
313174,Laborer Renewables,A,55123,09/05/2023,09/05/2023,541,,,0,0
313204,Laborer Renewables,T,55085,09/05/2023,09/05/2023,2,09/07/2023,Personal/Family,1,0
313300,Foreman Renewables,A,55091,10/04/2023,10/04/2023,512,,,0,0
313316,Electrical Engineer,T,,09/25/2023,09/25/2023,340,08/30/2024,Other Job,1,0
313359,Laborer Renewables,T,55101,09/07/2023,09/17/2024,80,12/06/2024,Lack of Work,0,0
313398,Laborer Renewables,T,55075,09/06/2023,09/06/2023,1,09/07/2023,Personal/Family,1,0
313403,Laborer Renewables,T,55094,09/06/2023,09/06/2023,437,11/16/2024,Lack of Work,0,0
313409,Electrician Renewables,T,55117,09/05/2023,08/27/2024,150,01/24/2025,Lack of Work,0,0
313497,Laborer Renewables,T,55311,09/12/2023,05/21/2024,205,12/12/2024,Personal/Family,1,0
313516,Laborer Renewables,A,55091,09/12/2023,09/12/2023,534,,,0,0
313531,HSE Site Technician,T,5508201,09/18/2023,09/18/2023,321,08/04/2024,Transferred out,0,0
313560,Helper Renewables,T,55109,09/12/2023,09/12/2023,454,12/09/2024,Lack of Work,0,0
313561,Helper Renewables,T,55310,09/12/2023,09/12/2023,67,11/18/2023,Lack of Work,0,0
313636,Electrician Renewables,T,55117,09/11/2023,04/11/2024,155,09/13/2024,Lack of Work,0,0
313637,Electrician Renewables,T,55117,09/11/2023,06/13/2024,91,09/12/2024,Lack of Work,0,0
313700,Site Manager,T,55308,10/23/2023,10/23/2023,134,03/05/2024,Policy Viol-Other,0,0
313716,Laborer Renewables,T,55091,09/14/2023,09/14/2023,421,11/08/2024,Policy Viol-Drug/Alcohol,0,1
313717,Laborer App Renewables,A,55113,09/20/2023,09/20/2023,526,,,0,0
313746,Electrician Renewables,T,55304,09/14/2023,09/14/2023,33,10/17/2023,Lack of Work,0,0
313757,Foreman Renewables,T,55301,09/14/2023,02/20/2024,140,07/09/2024,Lack of Work,0,0
313767,Electrician Renewables,T,55117,09/14/2023,11/25/2024,11,12/06/2024,Lack of Work,0,0
316916,Electrician Renewables,T,55117,01/08/2024,10/21/2024,28,11/18/2024,Other Job,1,0
316919,Laborer Renewables,T,55094,01/09/2024,01/09/2024,273,10/08/2024,Resignation,1,0
316929,Superintendent Renewbls 3,A,55091,01/22/2024,01/22/2024,402,,,0,0
316941,Designer 2,A,,01/22/2024,01/22/2024,402,,,0,0
316950,Laborer Renewables,T,55100,01/17/2024,01/17/2024,305,11/17/2024,Lack of Work,0,0
316989,Electrician Renewables,A,55093,01/11/2024,01/11/2024,413,,,0,0
317013,Laborer Renewables,A,55086,01/31/2024,01/31/2024,393,,,0,0
317018,Laborer Renewables,T,55100,01/17/2024,01/17/2024,305,11/17/2024,Lack of Work,0,0
317020,Laborer Renewables,T,55100,01/16/2024,01/16/2024,304,11/15/2024,Lack of Work,0,0
317023,Senior Estimator,A,,02/05/2024,02/05/2024,388,,,0,0
317051,Operator Renewables,T,55117,01/17/2024,01/17/2024,258,10/01/2024,Resignation,1,0
317052,Operator Renewables,T,55103,01/24/2024,01/24/2024,92,04/25/2024,Resignation,1,0
317053,Laborer Renewables,A,55113,01/17/2024,01/17/2024,407,,,0,0
317059,Operator Renewables,T,55089,01/18/2024,01/18/2024,87,04/14/2024,Lack of Work,0,0
317098,Foreman Renewables,T,55302,01/16/2024,01/16/2024,66,03/22/2024,Lack of Work,0,0
317105,Foreman Renewables,T,55302,01/16/2024,01/16/2024,66,03/22/2024,Lack of Work,0,0
317119,Operator Renewables,T,55105,01/23/2024,01/23/2024,360,01/17/2025,Lack of Work,0,0
317126,Laborer Renewables,T,55089,01/23/2024,01/23/2024,32,02/24/2024,No Call-No Show,0,1
317186,Laborer Renewables,T,55101,01/23/2024,01/23/2024,173,07/14/2024,No Call-No Show,0,1
317203,Operator Renewables,T,55089,01/23/2024,01/23/2024,120,05/22/2024,Lack of Work,0,0
317204,Laborer Renewables,A,55091,01/23/2024,02/05/2025,22,,,0,0
317225,Laborer Renewables,T,55105,01/24/2024,01/24/2024,394,02/21/2025,Lack of Work,0,0
317229,Laborer Renewables,T,55089,01/24/2024,01/24/2024,65,03/29/2024,Personal/Family,1,0
317278,Site Manager,T,55097,02/19/2024,02/19/2024,151,07/19/2024,Resignation,1,0
317308,Project Controls Director,T,,03/04/2024,03/04/2024,63,05/06/2024,Discharge,0,1
317332,Laborer Renewables,T,55086,01/31/2024,01/31/2024,380,02/14/2025,Lack of Work,0,0
317359,Admin Specialist,A,,02/20/2024,02/20/2024,373,,,0,0
317365,Laborer Renewables,A,55094,02/01/2024,02/01/2024,392,,,0,0
316360,Mechanic Field 2,A,55105,12/07/2023,12/07/2023,448,,,0,0
316397,Logistics Coordinator,A,55126,12/18/2023,12/18/2023,437,,,0,0
316412,Foreman Renewables,A,55311,01/04/2024,01/04/2024,420,,,0,0
316453,Helper Renewables,T,55094,12/12/2023,12/12/2023,350,11/26/2024,Lack of Work,0,0
316528,Laborer Renewables,A,55123,12/19/2023,02/03/2025,24,,,0,0
316561,Survey Tech Renewables,T,55105,01/04/2024,01/04/2024,361,12/30/2024,Other Job,1,0
316622,HSE Site Technician,T,5508201,01/09/2024,01/09/2024,334,12/08/2024,Transferred out,0,0
316623,Laborer Renewables,T,55094,01/04/2024,01/04/2024,162,06/14/2024,Other Job,1,0
316664,Operator Renewables,T,55100,01/04/2024,01/04/2024,307,11/06/2024,Lack of Work,0,0
316668,Senior Project Manager,A,,01/08/2024,01/08/2024,416,,,0,0
316679,Laborer Renewables,T,55094,01/04/2024,01/04/2024,341,12/10/2024,Personal/Family,1,0
316697,Laborer Renewables,T,55096,01/04/2024,01/04/2024,238,08/29/2024,Personal/Family,1,0
316699,Laborer Renewables,T,55100,01/04/2024,01/04/2024,318,11/17/2024,Lack of Work,0,0
316701,Project Coordinator,T,55105,01/22/2024,01/22/2024,39,03/01/2024,Policy Viol-Other,0,0
316710,Laborer Renewables,A,55091,01/04/2024,01/15/2025,43,,,0,0
316713,Laborer Renewables,T,55107,01/18/2024,01/18/2024,128,05/25/2024,Personal/Family,1,0
316717,Laborer Renewables,T,55107,01/04/2024,01/04/2024,33,02/06/2024,Discharge,0,1
316722,Laborer Renewables,T,55109,01/04/2024,01/04/2024,327,11/26/2024,Lack of Work,0,0
316727,Operator Renewables,T,55094,01/04/2024,01/04/2024,286,10/16/2024,Policy Viol-Other,0,0
316729,Business Developer,A,,01/22/2024,01/22/2024,402,,,0,0
316733,Laborer Renewables,T,55094,01/04/2024,10/02/2024,26,10/28/2024,Lack of Work,0,0
316798,Procurement Manager,T,,01/22/2024,01/22/2024,63,03/25/2024,No Call-No Show,0,1
316805,Laborer Renewables,T,55105,01/18/2024,01/18/2024,82,04/09/2024,Resignation,1,0
316809,Laborer Renewables,T,55100,01/04/2024,01/04/2024,278,10/08/2024,Policy Viol-Drug/Alcohol,0,1
316816,Operator Renewables,A,55105,01/04/2024,01/04/2024,420,,,0,0
316862,Helper Renewables,T,55105,01/17/2024,01/17/2024,168,07/03/2024,Personal/Family,1,0
316865,Operator Renewables,T,55101,01/11/2024,01/11/2024,162,06/21/2024,Policy Viol-Other,0,0
316871,Helper Renewables,T,55117,01/03/2024,01/03/2024,181,07/02/2024,Lack of Work,0,0
313813,Field Engineer,T,55801,10/23/2023,10/23/2023,317,09/04/2024,Resignation,1,0
313817,Project Coordinator,T,55311,09/18/2023,09/18/2023,112,01/08/2024,Resignation,1,0
313828,Laborer Renewables,T,55075,09/19/2023,09/19/2023,36,10/25/2023,Lack of Work,0,0
313843,Laborer Renewables,T,55075,09/21/2023,09/21/2023,34,10/25/2023,Lack of Work,0,0
313870,Laborer Renewables,T,55303,09/20/2023,09/20/2023,88,12/17/2023,Resignation,1,0
313889,Electrician Renewables,T,55301,09/18/2023,03/12/2024,29,04/10/2024,Lack of Work,0,0
313891,Project Coordinator,A,,10/09/2023,10/09/2023,507,,,0,0
313905,Laborer Renewables,T,55094,09/19/2023,04/23/2024,126,08/27/2024,Resignation,1,0
313914,Electrician Renewables,T,55304,09/18/2023,09/18/2023,29,10/17/2023,Lack of Work,0,0
